,listing_id,id,review_date,reviewer_id,reviewer_name,comments,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,review_year,review_month,review_day
23782,1516660,128020515,2017-01-22,20200702,Nathalie,"Charmantes Chalet direkt am Wasser mit wunderschönem Blick. Klein aber mehr als aussreichend für ein Wochenende zu viert. Die Sofas am Kamis laden zum gemütlichen Abend ein. Küche und Bad sind klein und geben ein wenig das Gefühl von Camping, aber es ist alles da, was man benötigt. Die Pizzen im Restaurant oben an der Strasse sind allerdings auch sehr gut. Die Lage ist wunderschön, im Winter locken die Langlaufgebiete, im Sommer der See. ",Chalet pieds dans l'eau lac de Joux,8065483,Alexandre,Jura-Nord vaudois,Le Lieu,46.63105,6.26291,Entire home/apt,179,2017,01,22
23922,1516660,225081514,2018-01-05,30161850,Michel,"Eine wunderschöne Lage direkt am See gelegen, wo Ruhe und Erholung im Vordergrund stehen. War gemütlich. Gastgeber ist sehr sympathisch",Chalet pieds dans l'eau lac de Joux,8065483,Alexandre,Jura-Nord vaudois,Le Lieu,46.63105,6.26291,Entire home/apt,179,2018,01,05
24224,1519221,58267498,2016-01-02,30515960,Andrea,"Ein wirklich sehr schönes Haus! Wir waren 3 Paare mit insgesamt 3 Kindern. Es hat viel Platz für alle, ein zweiter Kühlschrank sorgt für ausreichend Stauraum aller Lebensmittel. Der tolle Kamin im Wohnzimmer macht die Abende sehr gemütlich ... Wirklich toll!","Big Chalet in Gryon, Switzerland",7816583,Trea,Aigle,Bex,46.27644485173739,7.054516346387089,Entire home/apt,350,2016,01,02
24240,1519221,125722181,2017-01-07,22977362,Aline,"Nous avons passé  une super semaine. La vue est, comme promis, absolument incroyable. Le chalet est parfaitement aménagé pour plusieurs familles. Nous étions 6 adultes et 5 enfants et avons eu toute la place nécessaire. Trea était disponible pour nous si besoin. Il a neigé  pendant la semaine et nous pouvions descendre en luge jusqu'au village, ce que les enfants on beaucoup apprécié.
Tout était parfait.","Big Chalet in Gryon, Switzerland",7816583,Trea,Aigle,Bex,46.27644485173739,7.054516346387089,Entire home/apt,350,2017,01,07
24288,1519221,367608348,2019-01-05,175603870,Lizelle,"The Chalet was brilliant for the 3 families. It was super clean, spacious and very well situated. It had the most amazing views and a wonderful homely feel. Will def book Trea’s Chalet again when we go back to Gryon.","Big Chalet in Gryon, Switzerland",7816583,Trea,Aigle,Bex,46.27644485173739,7.054516346387089,Entire home/apt,350,2019,01,05
25054,1523160,59888783,2016-01-17,19487612,Eduardo,L'appartement est magnifique et idéalement situé au centre-ville pour se déplacer à pied. Mes parents viennent d'y passer un mois et se sont sentis comme à la maison. L'accueil et la disponibilité de Maira et sa famille a été parfaite. Ils reviendront...,Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2016,01,17
25064,1523160,60317930,2016-01-22,38201998,Alyssa,"Maira was a wonderful host. She replied to all emails really quickly and when there was a hot water issue (with the entire building, not her fault!) she kept us in the loop, got it resolved super fast. She gave us lots of useful info about the place and how to get there too. The apartment is very cozy, warm, and clean. The kitchenette includes an electric stovetop, a microwave and a portable mini oven which was really handy. The couch is also the comfiest thing ever. Overall a fabulous stay and would highly recommend it to most - only exception would be those with disability/ trouble with stairs as you have to climb two flights of reasonably steep stairs (no lift). For us it was no issue at all. Thanks Maira!!! ",Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2016,01,22
25074,1523160,60634588,2016-01-25,54388672,Anastasia,"Le séjour était court mais fort agréable, il est vrai que nous ne sommes pas restes beaucoup de temps dans l'appartement mais le peu passe la bas était très bien.
Je remercie notre hôte de nous avoir si bien accueilli!",Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2016,01,25
25084,1523160,61009854,2016-01-30,2385509,Sylvie,"L'appartement de Maira est très agréable, propre et joliment meublé. Sa situation, très centrale et dans la vieille ville, est définitivement un atout.
Je n'ai pas vu Maira qui était au travail lorsque je suis arrivée et repartie, mais elle avait tout organisé, laissé des capsules de café sur la table et mis des fleurs dans le vase. Pour les détails, nous avons communiqué par SMS. Elle a toujours répondu rapidement à mes demandes.
",Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2016,01,30
25424,1523160,223341067,2018-01-01,157762906,Bruno,"très bonne adresse, on y reviendra",Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2018,01,01
25684,1523160,365376300,2019-01-01,83925632,Sammy,"Un très bon séjour. Bien équipée , et dans une bonne situation.",Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2019,01,01
25984,1523160,592528905,2020-01-13,68374058,Marc,The host canceled this reservation 19 days before arrival. This is an automated posting.,Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52176,6.637410000000001,Entire home/apt,115,2020,01,13
26304,1544283,60556808,2016-01-25,31131079,Sandra,The host canceled this reservation 36 days before arrival. This is an automated posting.,Charming apartment with parking,8229982,Valeh,Ouest lausannois,Prilly,46.536640000000006,6.606439999999999,Entire home/apt,115,2016,01,25
26744,1544283,588151311,2020-01-04,114066673,Sofiane,"Valeh & Sebastien are great hosts, with good tips & very helpful.
The apartment was ideal for us, well located (with close by bakery, shopping center, banks etc.) and access to the highway not far.
Quite neighbourhood.
Ideal for family.",Charming apartment with parking,8229982,Valeh,Ouest lausannois,Prilly,46.536640000000006,6.606439999999999,Entire home/apt,115,2020,01,04
26754,1544283,595430471,2020-01-20,322718898,Marco,"Appartamento dotato di ogni comfort, basta solo portarsi gli indumenti.",Charming apartment with parking,8229982,Valeh,Ouest lausannois,Prilly,46.536640000000006,6.606439999999999,Entire home/apt,115,2020,01,20
26914,1553553,60035663,2016-01-18,51983881,Magnus,"In agreement with what has been presented in the description Aïcha provides a spacious and lovely room for your disposal. Upon arrival I was met with fresh linen and towels and in the morning a served breakfast. The bed is dangerously comfortable and large so it easily fits two people.

As a traveller, the apartment is perfectly located with a 5 minute taxi ride from the central station and a walking distance to just about everything else in the city. 

The apartment is also shared with Aïchas two lovely children who are very helpful and well-behaved. The members of the family are all very easy-going people and you will find yourself liking them all in no time at all.

I had a great stay during my five nights and I strongly recommend this place to anyone visiting Lausanne. ",Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2016,01,18
27264,1553553,229567039,2018-01-24,18752292,Michael,I came to Lausanne for few days to find a place to stay for the next months. Aïcha’s place was super convenient for me as it is very closed to the city center and Aicha was very kind with me. Thanks for hosting me!,Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2018,01,24
27454,1553553,401870514,2019-01-16,111377782,Najate,"L'impression d'être chez soi, une maison absolument chaleureuse, Aïcha m'a mise très à l'aise, de même que sa petite famille. 

A refaire dès que possible !",Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2019,01,16
27464,1553553,404227681,2019-01-23,143540579,Luís,Everything ok. Great place,Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2019,01,23
27474,1553553,405578415,2019-01-27,8645475,Clara,Aïcha et sa famille sont adorables et accueillantes. La chambre est spacieuse et le balcon très mignon. Tout est très propre et l'emplacement est idéal. A refaire!,Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2019,01,27
27624,1553553,591455224,2020-01-11,6718947,Dan,"Very nice place, cosy, clean and stilish. Aicha is very nice, helpful and makes you feel very welcome. She gave me a lot of information about Lausanne, our talks were very nice and she also adjusted the breakfast to my preferences. The location is very good, 5 min walk to the center, also served by a near bus station. I would highly recommend this place for people who want to feel welcomed and part of a 'family'.
Thank you very much Aicha, you will always be part of my cosy Lausanne experience.",Comfortable room with balcony & breakfast,6862236,Aïcha,Lausanne,Lausanne,46.52398,6.6244,Private room,55,2020,01,11
27774,1558799,366339704,2019-01-02,56296318,Mathias,The host canceled this reservation the day before arrival. This is an automated posting.,Nice flat close to lake,944870,Veronika,Lausanne,Lausanne,46.51613,6.61257,Entire home/apt,55,2019,01,02
27824,1558799,591005791,2020-01-10,51818234,Mickael,"Appartement sympa, et bien placé.",Nice flat close to lake,944870,Veronika,Lausanne,Lausanne,46.51613,6.61257,Entire home/apt,55,2020,01,10
28094,1585414,126603539,2017-01-13,7457625,Sophie & Mathieu,Great Location. Quite. Big room. Direct access to the bathroom. Le is a great person to exchange with. Will surely come back when I am next in Lausanne.,Cozy corner close to everything,323832,Le,Lausanne,Lausanne,46.51124,6.626289999999999,Private room,52,2017,01,13
28404,1616124,58926270,2016-01-05,46278229,Louai,Second time I stay at this place. Really nice place and host was very hospitable. Highly recommended.,012 Room in a flat in Villeneuve,4818418,Jasmina,Aigle,Villeneuve (Vaud),46.395109999999995,6.92845,Private room,65,2016,01,05
28414,1616124,59877461,2016-01-16,53917144,Bilal,Perfect home  for stay neat and clean. Host is also good person friendly. And most important thing is  near to Villanova train station.,012 Room in a flat in Villeneuve,4818418,Jasmina,Aigle,Villeneuve (Vaud),46.395109999999995,6.92845,Private room,65,2016,01,16
28424,1616124,60239790,2016-01-20,53917144,Bilal,Perfect,012 Room in a flat in Villeneuve,4818418,Jasmina,Aigle,Villeneuve (Vaud),46.395109999999995,6.92845,Private room,65,2016,01,20
28504,1616150,126119817,2017-01-09,100507430,Anne-Marie,"convient particulièrement à un étudiant devant se retrouver au calme pour ses examens et son mémoire, tout en pouvant profiter de la beauté historique et naturelle de Rolle",043 Nice room small budget in Rolle,4818418,Jasmina,Nyon,Rolle,46.45618272392292,6.3362573614402935,Private room,49,2017,01,09
28708,1664994,124548093,2017-01-02,37773249,Wilfried,Studio pratique pour quelques nuits sur Lausanne.,Joli studio refait à neuf plein cœur de Lausanne,8819357,Gregory,Lausanne,Lausanne,46.52639,6.6200399999999995,Entire home/apt,69,2017,01,02
28818,1664994,224101184,2018-01-02,26833694,Fan,"Appartement très bien situé, place pour se garer au bord de la route en bas de l'immeuble.  Appartement petit mais fonctionnel et très calme . Précision : pas de wifi ni tv. Hôte très sympathique et disponible si problème.  Je recommande ce studio !",Joli studio refait à neuf plein cœur de Lausanne,8819357,Gregory,Lausanne,Lausanne,46.52639,6.6200399999999995,Entire home/apt,69,2018,01,02
28926,1730957,58633862,2016-01-03,7970608,Petra,"The apartment was very well taken care of. It immediately gave us a home feeling and it was very clean. Good service and everything we needed was included, towels, bed sheets, kitchen tools, wifi etc. It was also close by the train station so it was convenient to get there. ",Lovely flat 20 min from Gstaad,9048020,Cecilia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47765,7.1443,Entire home/apt,250,2016,01,03
29014,1730957,587661664,2020-01-03,18311470,Karim,Très bel espace accueillant et chaleureux ! Merci à Cécilia !,Lovely flat 20 min from Gstaad,9048020,Cecilia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47765,7.1443,Entire home/apt,250,2020,01,03
29663,1817193,590686863,2020-01-09,206872302,Honorine,"Inès est quelqu'un de très accueillante et compréhensive. J'ai eu des problèmes de transport et je suis arrivée très très tard dans la nuit. Inès a su m'arranger pour que je puisse entrer dans l'appartement. 
L'emplacement est bien situé, l'appartement est propre, et il y a tout ce qu'il faut. Je recommande vivement",Très belle chambre centrée a4c1,2193547,Inès,Lausanne,Lausanne,46.52978,6.63195,Private room,45,2020,01,09
29961,1817309,59775910,2016-01-15,51759513,Flavio,"Camera confortevole, calda e accessoriata...
Accoglienza calorosa e proprietaria molto disponibile.",A6C1 Superbe chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,55,2016,01,15
30107,1817350,400153007,2019-01-11,153851441,Daphne,"The rooms are clean, there's a kitchen and a bathroom in common with other people, and a prepaid washing machine downstairs for the laundry.
It's close to anything one might need, general less than a 5 minute walk",A6C2 Grande chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,2019,01,11
30134,1817350,598466905,2020-01-27,6524016,Liubov,"it was great, want to come back one day)))",A6C2 Grande chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,2020,01,27
30502,1818109,596934309,2020-01-24,84618859,Dave,"Although I booked A6C3, I stayed in A3C3 and so didn't have to walk up another floor.  There were two other bedrooms for other guests in the apartment.  It was sort of like an Airbnb motel since the host(s) stayed in a different apartment.  I was greeted by Inès' husband, a polite gentleman.

The very modern induction stove and digital convection oven worked well, although one pot was not compatible and so remained cold.

The toilet flushed everything the first time.  The sink and shower had good water pressure, but the bathtub drained slowly due to hair, etc. left by other guests.

Although it was non-smoking, there was often a smell of cigarette smoke inside even though the windows and doors were closed.  Don't know from where it was coming, perhaps from the apartment below.

Double-pane windows blocked almost all of the outside traffic noise and could be easily opened for fresh air.

The bedroom had it's own thermostat to set the temperature to personal preferences.  Two large, plush towels were provided.  The bed was comfortable with a warm comforter.

Overall, it was a pleasant 3½-week stay.",Chambre A6C3 centrée su centre ville,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,50,2020,01,24
